username,first name,user id,access hash,group,group id,status
Azilairam21,AlisaMay,261943878,-7541451656777763605,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
amarariney,SKM,1273971047,-451101364551184494,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
ArifinShakila11,Zainal Nur,1322357854,6663532656090884081,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Agolongo,DD,353330818,-7054068187149455983,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Alessandrofx,Alessandro,1262578190,6279852075168963037,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Afnanch122,Afnan Ayan,1731202079,3834778614737937765,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alaamadrid,Alaa,516158576,-8983655019404688488,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aluccardx,.,1920707924,-3104780338426959334,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
austin004,Austin,1979288730,4883210857889247441,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ahmedcordy,ahmed,1132167758,-1194237684145788353,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
alexbevmo,ALEX,1735371559,-969227553582663513,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
archsuit23,Robert,1832232739,-6670462262280227404,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
ARAFAQI,ARAFAQI,1341567167,-7730440265076923703,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
animalsarecute11,Gary,1315706942,-8467117749335995486,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
akthakor8155,Ashish,1895322722,2395892136516161306,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ajay_jps,tau,998362212,6695526526951104639,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
achraf_dridi,أشرف,1237574106,-4638703172009602197,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ayemax,Maxime,1265539609,-7077943629956987843,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
americandreantrading,AmericanDreamTrading LLC,926660596,-7745095695150937360,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
angrybullctypto,Santosh,1053578407,6079202675550616795,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Antwonebrown,Junior,1337280800,5089343459995810113,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Ari_North,Arielle,1807579592,-6646952737061073812,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Ayko24,Dzhaksybaeva,493384538,-4358227816727090236,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
accking08,Acc,686364812,8409121864077589827,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ahmed7fathe7aldeeb,ahmed,672952155,-5782722108922892832,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
anniknghit,Annie,1600141156,1871369621762322093,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Aquity_trader,Aquity,1779689106,-3990411617672714156,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
anjarsteven,Anjar,929383544,4160001873492058372,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Amrelhory,amr,504301917,9214243083118860014,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
amitc1985,Amit,1841059938,5543296748372611843,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
aleena1122,Mariam,2058582909,2491916551609819808,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ateeque619,Ateeq,451037960,-4658983658356752372,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abdulahizazhl,Abdulahi,817501928,4372657973367192002,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AlexWanda6,Alex,1498126984,-958569381333811668,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Air_of_freedom,Aleksandr,440544692,3996959141453052365,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Ahmad_Gumi,Ahmad,714414371,8148865011027479554,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
angeloxxx3,wWw,237184776,5703696045860556490,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
allmoves2,2023 MOVES,1721391229,5111946818664937013,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Aliifx109,Only Trader,1857350004,-4815676708132842941,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alexmak19,Alex,414324136,158995585011794977,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ashtech12,ashtro,450906576,-1933540262454519680,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
adel_ait_zineb,Adel,530321239,7751220998040893279,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AntonyMaina,Antony,795673901,-8042952073420565580,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
adonisjohny,John,979073006,-1850870929482394137,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ali_tr55,Ali,991264296,4897565529186188616,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aavrutti,𓆰Aᴀᴠʀᴜᴛᴛɪ⬎,1456114237,8744126383552145211,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Aiiiiishaaaaa,Aisha,2121822100,-6903898149565013957,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Alphabet_305,Andy,276123407,-7292501762096187894,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AmeliaFitriati,Amelia,452515140,-744105543421607078,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Albertferflo,Alberto,910371278,-5119023576121974218,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
aFrancPun,Francis,1564685319,-7783391151620541021,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ArrekOoi,Arrek,291614133,6646783278973236684,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abrahamrichiee,BIGARC_HIMSELF,753402079,-1739061348522746629,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AnilBubbly,Anil,472519125,6759503285946380192,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AnotherUserr123,Another,5024627065,1806143551364065217,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Abkafeez,Agboola,730697300,5413904059744703165,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Assuredassets,Lourdes Schwartz,1864508062,-8638071449036340818,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Austinfx22,Austin,1995590073,-3669299451038990512,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aftabking1,Gold Binary,2050321265,-2706490767400643906,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
arjunchopra1991,Arjun,1271800107,-5063973026966883594,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Abusultan1389,Abu Sultan,5587277,-6302973901970683980,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
altibo,Al-tibo,224483202,794150039204841345,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AbuJaad96,Abu,1225536895,1489754493686020273,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Amir77mlm,A 〽️ i R,1035505911,545417551587993825,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AbiTade,Ãbï,412268408,7557317760154271262,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abimg6013,Abi,441418250,-4046676419576942375,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
amti16,@amti16,494216387,4200950333056268999,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Adelefx911,Adele,1405583414,3896436889176535179,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
asooooo2128,Bb,264215673,-7894670394175573496,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Adexsmith001,Adeniji,668344731,-7593990566079257055,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AntonnyAraon,Claude,1218550677,-2299717769700688030,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Asad1123,Darwesh Dawani,1916691839,8639535832190006612,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
AiYieLai,Mohd Khairee,417407064,1273632460855655047,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Andrewjjohnson,dbready⛹🏽‍♂️,1967402587,2582278025140861952,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Abdulwarren,Warren771,964650194,-345139900817845534,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
alejandromuttach2,Bä Rry,1121687387,8138977630638948851,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
amgghost,K,1262831367,5423115499703630992,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alice_Georgia12,Alice,1933947893,5383291529214291283,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
arthur8203,Arthur,1946403567,1163051727506078199,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Arnelka,Arnel,604915269,1899067279356326916,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
arjunowidya,Arjuno,608614055,-5949855575959178283,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Aska_smallz,Sese,317654049,3944096106367543182,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aubel20,Chidow,546400865,-6375847411174304284,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ali10ail,؏ۤـہلآوِيِٰہ,573343096,5756385244860885166,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
ALi_Cko,ALíČko👑,654485146,3972367696913069763,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AllMoneyInInc,Quise,921904791,1331719255286991171,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
AaradhyadevaShriKrishnaRadha,Vinayak,935753752,-8950673322721708614,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Appuzzzz,appu V2,349412178,2429506418898821881,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
aragasmak,Sebastian,532468425,7722462254451626308,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abarriosr,A,1310916695,-6166461239415901452,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ashishp6,Ashish,1477320403,647499570362741687,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alsamak922,AHMAD,693172219,-4797868390726217159,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
anzelikaFomina,Анжелика,983982585,1078262155727159367,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ADES_MK,∆D_$∆NT1N0,1234287966,-5408525904199243193,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ashok202,Ashok,1656934933,-4567518071970461024,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
agungtri569,Agung,521346159,-7047936123514376282,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
andrempire,Andre,714757401,-1378945807010352150,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Andro_jerome,__,999618861,1207273598031064314,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
ADMDEVELOPMENTLLC,Andre,1091772569,-2203276810877676004,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AnthonySRealROI,Anthony,1232280260,5162451167787576757,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
alokbairagi_314,Alok,1250143551,8324207353543788810,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abhaysjamwal,Abhay,1291282529,-7599134252853280276,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Abdo_moha,Abdelftah mohamed,1876101716,7513614798520469155,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
abuyaoma,Abuyaoma,1938248564,2649226174701566044,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Airdrop108allok,G.k,523250159,9181716152397856323,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AUG2935,Augustin,587534895,-7171342739698303534,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aabdurohman,Aabdurohman,681403886,2536138304068104992,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Aje805,Ir Muhamad Azam,801190878,-1906758913795799641,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
amexson,Amexson,1014951320,-8503399795184484430,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
amgadelbanhawy1120,Amgad,1316750397,-4001980071023794583,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
arman9537,arman,806533031,-635213960497811237,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alimurtadho46,Ali,338457559,-3288023961546192923,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
angah33,mohd,123139928,-6043843453685291010,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Abdi123456,Abdi,454596607,-3289902542505939908,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Asuye49,Asu,498757952,-3877113654347727023,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ABUHAFS007,Sa'heed,307040367,-3907259528888178747,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alkayem83,م. احمد,762642599,8224776716613958308,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
andreciaw,Andrexis,991704345,-7905758068936010748,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
aliraza663,Ali Raza,964399053,7031020509676385377,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
a14339,Tab,419122617,7143891160931278462,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ashwini9777,Ash,804566769,646945106083777859,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
abush_yekolo_temary,Abusha,371409025,-9006685608517902723,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Asuepee,Francis Asue,959233533,-1827688175760428361,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
adrianocrypto,Adriano,1798090434,2450408036618108134,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Anilov_ndrimbulah,Princemoses,662082823,-2662268606630533081,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Antonioherm,Antonio,524754397,6166069610278449833,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Atoclem,Emmanuel,825159149,-885242265817122006,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
artofnunchi,Yerr,1259942656,5375566351967264644,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Abdulgaffardabiri,Abdulgaffar,780057922,-850971881640362540,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alfredprem,Alfred,880555060,-3319033887662656833,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alex01331,Alex Elliot,1121655952,3702178567899298379,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AbouzeidArabo,Zaid A,1194081164,9037857284783754101,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Azaamtrading,Croos,1337260937,4625793356074695103,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
aebisiii,Dane,1528190410,-8409071381360397045,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AK4M4L,Kamal,529939671,-7206810355504590144,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Abhishajain2002,abhisha,815424376,-5073339412591487943,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
airtonlider,Airton,1045497154,4880561770009347156,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Arzme_MS,CikMie,62986780,-3351909024614111262,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Aljaberty78,۩Aljaberty۩,150690100,2056346407961043487,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
aryabuana,Arya,611365324,3449712867045890068,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
anavitoriab,Vitoria,698036864,4156758509002963805,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Amonkay,Amon,744323726,4186261348556440254,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
aliklsy1,Ali Eren,896896100,-7619971729732324767,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
almaszahid,Almas,1207813776,2429257339133680113,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Antoio,Antonio,316502765,5285753627119575577,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Angale71,Hussaini,1084193732,1445602319652609051,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
AliHub98,Prince,882342077,-5562687363820491750,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
anthoboy90,Anthony Junior,915893420,-4570887053092459414,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AlaaEddinKseibati,<Alaa-Dq,234263093,-1821509571853251864,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ali32321,علي 🥂🤍,272884175,8809910862561446360,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
alberinobol,Il matto,524593118,-4049435910411953836,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ATKARD3R,Austin,1189246325,-8380849685921491586,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ABB_05,Tofique Ahmed,1240599254,-5551144131767544868,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
azxsly,Yoe FM,386292123,-7302904393860199281,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
averydopecook,Avery,900028488,4101931856392842782,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Afadd,Afad,41500033,2571658424024425411,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ash3820,Ash,344925547,-1727127111306137437,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
andreee_4,andreee,1178852856,-5201425407370595572,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
ADtabar,Alireza,76763064,3727157397075926547,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Ali_max200,علي ال شاكر 📿,281996541,7018415244830846410,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Amir12fx,King 410,1464699311,-4678150522849186715,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AZANfxm,zafar,1930351891,8703033911097448375,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Ahsan1919,Ahsan,1126273397,3958933923642202160,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ahsans36,Ahsan,1128752528,-4661504804875204210,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
AlexPetr1991,AlexPetr,1152345425,-5169446091529676993,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
azammudin,Azam,1372996330,2188935803563496665,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
ArismaFitri,Arisma,1614622744,-766605114792044479,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
allfund,Ravil Инвест.фонды,248316593,886508868418355972,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
alshareefaljammal,Husain,310304579,6244415759728691401,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
AidaBantalLeyna,Aida,340274826,3566817491217388485,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
aintdatnemo,Nehemiah,769673022,-4919910733041153027,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aku_bkn_siapa2,TaufiqFiQ,751941153,-1547118960125427207,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Amgadbarakat,AmGad,949953358,5180456029169197739,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
actv6729,moreno,967235349,-1028148309491206933,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AnyDocs_WWH,PDF417 Barcode DL | LookUp DL|SSN|DOB|BG | Fake IDs,1065800982,1578173353705100897,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Abdod84325,Abdo,1304505214,-6049527088929172964,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AMBF12,FABO,911305982,7395866870282728499,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Andri_sitorus,Andri_wesky,838661666,-8857609294757056694,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
ATAH5079,Ahmad Hafizi,58964230,-6904335606558155555,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
amara0012,Amara,1919624886,6926421077575457505,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
agussalim1119,Agus,1137159511,-3135667148028357598,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alhaste,Albart,458587697,953829983869569724,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
alejandro_sz,Alejandro,1230996870,7965920342197867418,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alirahemp,علي,532903177,5586674833638845038,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
antonynk,antonyk,1128383734,5760661327048756520,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
allrist,andri doank,1873220049,826551612613965521,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aurelio1952,Aurelio,460325820,517148282437185135,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
allan_molino,Allan,1450667927,-8809010300062288216,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alineferreiraaas,Indicador Jeff atualizado com todas aulas,1935775558,4951942699046859281,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Apedrox,Adriano,743761817,-5818660682452508124,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
andres_sierra96,Andres,970083575,-390324231474171467,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AJAmorim,Adelson,885063391,-2168674726765790543,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Ahmakabul,Ahmad,1678395747,3761002493131267465,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Andersonlopesdelima,Anderson,925124744,3121172633891054845,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Anderson_Tsur,Anderson,1873893216,-5615357344340665886,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
aguiavisionaria,Lena,485175475,4579162203583746112,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AlexPrado648,Alexander,776827708,-7148870270680416854,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AdmJedaiTips,Dido,1035412264,-1161659514370048361,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Alvezth,Thiago,1276640902,1961109595752039655,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
armiaahmadi,Armia,798947838,-4972504773136034122,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Akumi,Akumi,562316984,-6326761792855204223,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AH_PS,AHMED,1935693015,2335332279603723157,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Alvinza9,Alvinza,344985121,1249092229849399504,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
ARothermund,Andreas,495675918,7372178781022330356,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
amillionpips,Khalim,979831283,3725964969503715668,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Alamin03,Alamin,1158967968,2693196667703187957,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
asymeladril,Asy,338695468,-7664157750445423436,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aswin2559,Aswin,1044456473,2980585727414187851,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AZANGELO,Angelo,1181621472,2795290878657096735,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Annzyyyy,ann_,1347553247,5492183279233808502,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
AnonymousXacts,Anonymous,1366454282,5778223785554567583,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Albertonarvaez,Alberto,1446380663,-9048182310110333207,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Alifx121,GOLD,1946640806,-3663456962470082171,Ftmo Myforexfund funded profit,1310004787,UserStatusLastWeek
Abenez_bale,Abenezer 🎸,343238424,-6048749500950003376,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
Aristo_FxM,Aristotle,1089498710,4538660688888880500,Ftmo Myforexfund funded profit,1310004787,UserStatusLastMonth
Asinno,Fex,497421291,-7456995304367625466,Ftmo Myforexfund funded profit,1310004787,UserStatusRecently
